Year,Month,Day,Hour,Temperature,Pressure
2011,6,15,19,-10,10218
2011,6,15,20,-12,10217
2011,6,15,21,-12,10215
2011,6,15,22,-14,10216
2011,6,15,23,-9,10214
2011,6,16,0,-9,10212
2011,6,16,1,-9,10211
2011,6,16,2,-8,10210
2011,6,16,3,-7,10210
2011,6,16,4,-9,10212
2011,6,16,5,-8,10210
2011,6,16,6,-8,10209
2011,6,16,7,-7,10210
2011,6,16,8,0,10212
2011,6,16,9,1,10212
2011,6,16,10,4,10214
2011,6,16,11,6,10216
2011,6,16,12,4,10218
2011,6,16,15,-3,10223
2011,6,16,16,-3,10223
2011,6,16,17,-4,10225
2011,6,16,18,-5,10225
2011,6,16,19,-8,10225
2011,6,16,20,-11,10228
2011,6,16,21,-11,10229
2011,6,16,22,-16,10231
2011,6,16,23,-20,10232
2011,6,17,0,-18,10233
2011,6,17,1,-14,10233
2011,6,17,2,-12,10232
2011,6,17,3,-9,10231
2011,6,17,4,-8,10230
2011,6,17,5,-5,10230
2011,6,17,6,-3,10229
2011,6,17,7,0,10229
2011,6,17,8,3,10230
2011,6,17,9,6,10230
2011,6,17,10,10,10232
2011,6,17,11,15,10231
2011,6,17,12,12,10232
2011,6,17,13,7,10230
2011,6,17,14,8,10229
2011,6,17,16,1,10226
2011,6,17,17,-1,10226
2011,6,17,18,-3,10224
2011,6,17,19,-7,10222
2011,6,17,20,-5,10220
2011,6,17,21,-5,10219
2011,6,17,22,-6,10216
2011,6,17,23,-7,10215
2011,6,18,0,-6,10212
2011,6,18,1,-23,10212
2011,6,18,2,-27,10212
2011,6,18,3,-35,10209
2011,6,18,4,-34,10208
2011,6,18,5,-38,10206
2011,6,18,6,-36,10205
2011,6,18,7,-31,10207
2011,6,18,8,-26,10206
2011,6,18,9,-27,10205
2011,6,18,10,-26,10204
2011,6,18,11,-26,10204
2011,6,18,12,-24,10205
2011,6,18,13,-17,10204
2011,6,18,14,-11,10204
2011,6,18,15,-12,10201
2011,6,18,16,-18,10201
2011,6,18,17,-19,10201
2011,6,18,18,-18,10200
2011,6,18,19,-20,10201
2011,6,18,20,-19,10202
2011,6,18,21,-20,10203
2011,6,18,22,-24,10204
2011,6,18,23,-24,10204
2011,6,19,0,-25,10205
2011,6,19,1,-28,10205
2011,6,19,2,-25,10205
2011,6,19,3,-23,10207
2011,6,19,4,-19,10208
2011,6,19,5,-19,10209
2011,6,19,6,-18,10209
2011,6,19,7,-20,10211
2011,6,19,8,-21,10213
2011,6,19,9,-16,10213
2011,6,19,10,-5,10215
2011,6,19,11,2,10216
2011,6,19,12,10,10216
2011,6,19,13,3,10216
2011,6,19,14,-4,10217
2011,6,19,15,-3,10217
2011,6,19,16,-6,10218
2011,6,19,17,-5,10218
2011,6,19,18,1,10217
2011,6,19,19,6,10217
2011,6,19,20,4,10216
2011,6,19,21,6,10216
2011,6,19,22,7,10215
2011,6,19,23,6,10214
2011,6,20,0,8,10212
2011,6,20,1,9,10208
2011,6,20,2,7,10206
2011,6,20,3,9,10203
2011,6,20,4,11,10199
2011,6,20,5,11,10196
2011,6,20,6,7,10197
2011,6,20,7,14,10195
2011,6,20,8,20,10193
2011,6,20,9,18,10192
2011,6,20,10,18,10191
2011,6,20,11,18,10190
2011,6,20,12,21,10189
2011,6,20,13,23,10188
2011,6,20,14,23,10186
2011,6,20,15,18,10185
2011,6,20,16,21,10183
2011,6,20,18,25,10183
2011,6,20,19,21,10183
2011,6,20,20,18,10184
2011,6,20,21,25,10185
2011,6,20,22,18,10185
2011,6,20,23,16,10187
2011,6,21,0,17,10188
2011,6,21,1,16,10188
2011,6,21,2,15,10188
2011,6,21,3,16,10187
2011,6,21,4,18,10188
2011,6,21,5,19,10189
2011,6,21,6,19,10190
2011,6,21,7,21,10191
2011,6,21,8,25,10193
2011,6,21,9,27,10193
2011,6,21,10,36,10197
2011,6,21,11,28,10196
2011,6,21,12,29,10198
2011,6,21,13,34,10196
2011,6,21,14,21,10196
2011,6,21,15,14,10197
2011,6,21,16,12,10196
2011,6,21,17,13,10195
2011,6,21,18,9,10198
2011,6,21,19,7,10201
2011,6,21,20,10,10203
2011,6,21,21,15,10204
2011,6,21,22,15,10204
2011,6,21,23,17,10202
2011,6,22,0,18,10197
2011,6,23,7,12,10173
2011,6,23,8,10,10173
2011,6,23,9,4,10173
2011,6,23,10,-1,10172
2011,6,23,11,-2,10169
2011,6,23,12,1,10166
2011,6,23,13,4,10165
2011,6,23,14,7,10163
2011,6,23,15,10,10163
2011,6,23,16,12,10161
2011,6,23,17,10,10159
2011,6,23,18,8,10158
2011,6,23,19,8,10157
2011,6,23,20,6,10158
2011,6,23,21,2,10158
2011,6,23,22,2,10160
2011,6,23,23,-2,10160
2011,6,24,0,-5,10161
2011,6,24,1,1,10160
2011,6,24,2,1,10163
2011,6,24,3,3,10164
2011,6,24,4,6,10166
2011,6,24,5,6,10167
2011,6,24,6,5,10168
2011,6,24,7,7,10172
2011,6,24,8,8,10175
2011,6,24,9,5,10179
2011,6,24,10,4,10183
2011,6,24,11,6,10184
2011,6,24,12,3,10187
2011,6,24,13,0,10189
2011,6,24,14,4,10190
2011,6,24,15,7,10194
2011,6,24,16,6,10198
2011,6,24,17,7,10202
2011,6,24,18,9,10204
2011,6,24,19,7,10207
2011,6,24,20,2,10211
2011,6,24,21,-2,10213
2011,6,24,22,-7,10215
2011,6,24,23,-7,10216
2011,6,25,0,-4,10217
2011,6,25,1,-2,10220
2011,6,25,2,2,10217
2011,6,25,3,7,10219
2011,6,25,4,10,10220
2011,6,25,5,14,10220
2011,6,25,6,16,10220
2011,6,25,7,16,10223
2011,6,25,8,18,10226
2011,6,25,9,18,10226
2011,6,25,10,23,10223
2011,6,25,11,25,10225
2011,6,25,12,29,10225
2011,6,25,13,34,10226
2011,6,25,14,32,10226
2011,6,25,15,33,10225
2011,6,25,16,36,10225
2011,6,25,17,31,10226
2011,6,25,18,30,10226
2011,6,25,19,29,10226
2011,6,25,20,23,10227
2011,6,25,21,22,10224
2011,6,25,22,27,10224
2011,6,25,23,24,10224
2011,6,26,0,22,10224
2011,6,26,1,18,10226
2011,6,26,2,20,10228
2011,6,26,3,21,10228
2011,6,26,4,18,10228
2011,6,26,5,28,10227
2011,6,26,6,29,10229
2011,6,26,7,35,10228
2011,6,26,8,45,10230
2011,6,26,9,45,10231
2011,6,26,10,35,10233
2011,6,26,11,36,10231
2011,6,26,12,29,10235
2011,6,26,13,29,10237
2011,6,26,14,28,10237
2011,6,26,15,28,10238
2011,6,26,16,28,10236
2011,6,26,18,28,10237
2011,6,26,19,29,10235
2011,6,26,20,31,10235
2011,6,26,21,30,10235
2011,6,26,22,30,10234
2011,6,26,23,29,10232
2011,6,27,0,27,10233
2011,6,27,1,27,10232
2011,6,27,2,27,10232
2011,6,27,3,27,10229
2011,6,27,4,28,10227
2011,6,27,5,28,10226
2011,6,27,6,22,10225
2011,6,27,7,23,10223
2011,6,27,8,26,10222
2011,6,27,9,28,10220
2011,6,27,10,30,10218
2011,6,27,11,34,10216
2011,6,27,12,37,10211
2011,6,27,13,37,10209
2011,6,27,14,38,10206
2011,6,27,15,37,10203
2011,6,27,16,36,10199
2011,6,27,17,33,10196
2011,6,27,18,32,10192
2011,6,27,19,31,10187
2011,6,27,20,30,10188
2011,6,27,21,29,10187
2011,6,27,22,25,10185
2011,6,27,23,19,10183
2011,6,28,0,16,10183
2011,6,28,1,14,10180
2011,6,28,2,17,10177
2011,6,28,3,20,10172
2011,6,28,4,22,10162
2011,6,28,5,27,10159
2011,6,28,6,26,10153
2011,6,28,7,27,10151
2011,6,28,8,28,10151
2011,6,28,9,25,10148
2011,6,28,10,21,10146
2011,6,28,11,18,10147
2011,6,28,12,17,10149
2011,6,28,13,10,10152
2011,6,28,14,12,10154
2011,6,28,15,12,10155
2011,6,28,16,11,10155
2011,6,28,17,11,10157
2011,6,28,18,8,10158
2011,6,28,19,6,10159
2011,6,28,20,2,10161
2011,6,28,21,4,10161
2011,6,28,22,6,10161
2011,6,28,23,7,10161
2011,6,29,0,8,10162
2011,6,29,1,7,10162
2011,6,29,2,7,10162
2011,6,29,3,7,10159
2011,6,29,4,8,10157
2011,6,29,5,8,10156
2011,6,29,6,8,10157
2011,6,29,7,8,10157
2011,6,29,8,10,10156
2011,6,29,9,13,10154
2011,6,29,10,11,10154
2011,6,29,11,14,10156
2011,6,29,12,14,10156
2011,6,29,13,16,10156
2011,6,29,14,15,10157
2011,6,29,15,14,10156
2011,6,29,16,13,10155
2011,6,29,17,13,10152
2011,6,29,18,14,10153
2011,6,29,19,12,10154
2011,6,29,20,12,10155
2011,6,29,21,13,10156
2011,6,29,22,14,10156
2011,6,29,23,14,10157
2011,6,30,0,15,10157
2011,6,30,1,15,10155
2011,6,30,2,14,10154
2011,6,30,3,16,10154
2011,6,30,4,16,10155
2011,6,30,5,15,10155
2011,6,30,6,19,10153
2011,6,30,7,19,10154
2011,6,30,8,18,10154
2011,6,30,9,22,10155
2011,6,30,10,22,10155
2011,6,30,11,21,10156
2011,6,30,12,26,10155
2011,6,30,13,23,10155
2011,6,30,14,23,10153
2011,6,30,15,21,10153
2011,6,30,16,20,10152
2011,6,30,17,16,10150
2011,6,30,18,16,10151
2011,6,30,19,13,10151
2011,6,30,20,12,10152
2011,6,30,21,9,10152
2011,6,30,22,10,10153
2011,6,30,23,9,10153
2011,7,1,0,11,10152
2011,7,1,1,12,10153
2011,7,1,2,12,10152
2011,7,1,3,11,10152
2011,7,1,4,13,10152
2011,7,1,5,14,10152
2011,7,1,6,15,10151
2011,7,1,7,16,10152
2011,7,1,8,16,10152
2011,7,1,9,20,10152
2011,7,1,10,20,10152
2011,7,1,11,21,10152
2011,7,1,12,22,10151
2011,7,1,13,19,10149
2011,7,1,14,20,10148
2011,7,1,15,23,10147
2011,7,1,16,25,10144
2011,7,1,17,28,10143
2011,7,1,18,32,10141
2011,7,1,19,32,10139
2011,7,1,20,34,10139
2011,7,1,21,32,10140
2011,7,1,22,33,10140
2011,7,1,23,32,10141
2011,7,2,0,32,10142
2011,7,2,1,34,10144
2011,7,2,2,29,10144
2011,7,2,3,25,10143
2011,7,2,4,22,10145
2011,7,2,5,20,10146
2011,7,2,6,26,10147
2011,7,2,7,32,10152
2011,7,2,8,38,10157
2011,7,2,9,39,10162
2011,7,2,10,31,10166
2011,7,2,11,30,10166
2011,7,2,12,35,10170
2011,7,2,13,30,10171
2011,7,2,14,38,10171
2011,7,2,15,28,10173
2011,7,2,16,26,10178
2011,7,2,17,24,10181
2011,7,2,18,24,10182
2011,7,2,19,29,10184
2011,7,2,20,21,10191
2011,7,2,21,20,10196
2011,7,2,22,19,10199
2011,7,2,23,18,10199
2011,7,3,0,21,10202
2011,7,3,1,16,10204
2011,7,3,2,17,10204
2011,7,3,3,17,10206
2011,7,3,4,16,10206
2011,7,3,5,13,10210
2011,7,3,6,21,10210
2011,7,3,7,24,10212
2011,7,3,8,21,10216
2011,7,3,9,20,10218
2011,7,3,10,22,10219
2011,7,3,11,26,10220
2011,7,3,12,29,10222
2011,7,3,13,29,10222
2011,7,3,14,31,10224
2011,7,3,15,35,10225
2011,7,3,17,30,10227
2011,7,3,18,24,10228
2011,7,3,19,22,10230
2011,7,3,20,17,10231
2011,7,3,21,14,10232
2011,7,3,22,12,10231
2011,7,3,23,13,10231
2011,7,4,0,12,10230
2011,7,4,1,12,10227
2011,7,4,2,13,10226
2011,7,4,3,14,10225
2011,7,4,4,14,10226
2011,7,4,5,16,10225
2011,7,4,6,16,10223
2011,7,4,7,17,10220
2011,7,4,8,20,10216
2011,7,4,9,23,10218
2011,7,4,10,21,10215
2011,7,4,11,20,10212
2011,7,4,12,19,10208
2011,7,4,13,17,10204
2011,7,4,14,17,10201
2011,7,4,15,15,10194
2011,7,4,16,15,10191
2011,7,4,17,17,10189
2011,7,4,18,17,10185
2011,7,4,19,15,10174
2011,7,4,20,16,10171
2011,7,4,21,17,10163
2011,7,4,22,18,10155
2011,7,4,23,16,10152
2011,7,5,0,14,10144
2011,7,5,1,14,10138
2011,7,5,2,13,10130
2011,7,5,3,12,10123
2011,7,5,4,17,10111
2011,7,5,5,17,10106
2011,7,5,6,12,10102
2011,7,5,7,10,10101
2011,7,5,8,10,10099
2011,7,5,9,10,10096
2011,7,5,10,8,10094
2011,7,5,11,8,10092
2011,7,5,12,8,10092
2011,7,5,14,8,10091
2011,7,5,15,7,10093
2011,7,5,16,8,10095
2011,7,5,17,9,10096
2011,7,5,18,8,10098
2011,7,5,19,10,10100
2011,7,5,20,10,10101
2011,7,5,21,11,10104
2011,7,5,22,11,10107
2011,7,5,23,11,10108
2011,7,6,0,11,10111
2011,7,6,3,13,10114
2011,7,6,4,14,10115
2011,7,6,5,12,10116
2011,7,6,6,8,10112
2011,7,6,7,2,10113
2011,7,6,8,5,10113
2011,7,6,9,8,10112
2011,7,6,10,13,10109
2011,7,6,11,12,10106
2011,7,6,12,13,10102
2011,7,6,13,16,10100
2011,7,6,14,16,10096
2011,7,6,15,18,10090
2011,7,6,16,19,10085
2011,7,6,17,19,10083
2011,7,6,18,18,10079
2011,7,6,19,16,10073
2011,7,6,20,13,10068
2011,7,6,21,13,10069
2011,7,6,22,9,10068
2011,7,6,23,10,10068
2011,7,7,0,11,10065
2011,7,7,1,12,10067
2011,7,7,2,7,10066
2011,7,7,3,8,10067
2011,7,7,4,9,10070
2011,7,7,5,9,10070
2011,7,7,6,9,10071
2011,7,7,7,9,10073
2011,7,7,8,10,10075
2011,7,7,9,12,10077
2011,7,7,10,14,10082
2011,7,7,11,18,10088
2011,7,7,12,21,10092
2011,7,7,13,24,10099
2011,7,7,14,28,10104
2011,7,7,15,19,10111
2011,7,7,16,24,10112
2011,7,7,17,21,10118
2011,7,7,18,16,10124
2011,7,7,19,20,10125
2011,7,7,20,16,10129
2011,7,7,21,18,10132
2011,7,7,22,15,10135
2011,7,7,23,19,10135
2011,7,8,0,20,10137
2011,7,8,1,23,10142
2011,7,8,2,22,10148
2011,7,8,3,25,10152
2011,7,8,4,30,10157
2011,7,8,5,33,10160
2011,7,8,6,30,10167
2011,7,8,7,32,10177
2011,7,8,8,34,10181
2011,7,8,9,40,10186
2011,7,8,10,31,10191
2011,7,8,11,34,10197
2011,7,8,12,47,10201
2011,7,8,13,44,10206
2011,7,8,14,41,10209
2011,7,8,15,44,10211
2011,7,8,16,41,10214
2011,7,8,17,28,10218
2011,7,8,18,31,10223
2011,7,8,19,27,10225
2011,7,8,20,25,10226
2011,7,8,21,26,10229
2011,7,8,22,21,10235
2011,7,8,23,16,10235
2011,7,9,1,23,10239
2011,7,9,2,19,10240
2011,7,9,3,20,10242
2011,7,9,4,24,10241
2011,7,9,5,25,10244
2011,7,9,6,36,10244
2011,7,9,7,28,10246
2011,7,9,8,31,10247
2011,7,9,9,31,10245
2011,7,9,10,44,10245
2011,7,9,11,53,10243
2011,7,9,12,49,10244
2011,7,9,13,45,10244
2011,7,9,14,41,10245
2011,7,9,15,36,10243
2011,7,9,16,41,10238
2011,7,9,17,28,10240
2011,7,9,18,28,10237
2011,7,9,19,23,10234
2011,7,9,20,18,10237
2011,7,9,21,9,10232
2011,7,9,22,9,10229
2011,7,9,23,6,10228
2011,7,10,0,10,10227
2011,7,10,1,13,10219
2011,7,10,2,13,10207
2011,7,10,3,16,10196
2011,7,10,4,18,10193
2011,7,10,5,17,10189
2011,7,10,6,18,10181
2011,7,10,7,15,10171
2011,7,10,8,20,10162
2011,7,10,9,23,10152
2011,7,10,10,22,10147
2011,7,10,11,22,10140
2011,7,10,12,24,10137
2011,7,10,13,21,10126
2011,7,10,14,22,10117
2011,7,10,15,23,10114
2011,7,10,16,33,10104
2011,7,10,17,23,10095
2011,7,10,18,23,10101
2011,7,10,19,23,10095
2011,7,10,20,24,10091
2011,7,10,21,26,10089
2011,7,10,22,26,10090
2011,7,10,23,41,10090
2011,7,11,0,34,10088
2011,7,11,1,39,10087
2011,7,11,2,49,10082
2011,7,11,3,41,10079
2011,7,11,4,42,10076
2011,7,11,5,44,10077
2011,7,11,6,53,10077
2011,7,11,7,37,10080
2011,7,11,8,50,10078
2011,7,11,9,50,10081
2011,7,11,10,46,10084
2011,7,11,12,55,10088
2011,7,11,13,61,10090
2011,7,11,14,54,10093
2011,7,11,15,58,10098
2011,7,11,16,62,10101
2011,7,11,17,58,10099
2011,7,11,18,55,10101
2011,7,11,19,55,10103
2011,7,11,20,52,10105
2011,7,11,21,51,10108
2011,7,11,22,49,10109
2011,7,11,23,47,10113
2011,7,12,0,44,10112
2011,7,12,1,43,10112
2011,7,12,2,41,10113
2011,7,12,3,38,10113
2011,7,12,4,38,10113
2011,7,12,5,37,10110
2011,7,12,6,38,10110
2011,7,12,7,38,10110
2011,7,12,8,40,10109
2011,7,12,9,41,10107
2011,7,12,12,42,10107
2011,7,12,13,45,10106
2011,7,12,14,40,10105
2011,7,12,16,46,10102
2011,7,12,17,44,10100
2011,7,12,18,42,10099
2011,7,12,19,42,10097
2011,7,12,20,42,10098
2011,7,12,21,41,10098
2011,7,12,22,41,10098
2011,7,12,23,38,10097
2011,7,13,0,37,10095
2011,7,13,1,33,10095
2011,7,13,2,33,10093
2011,7,13,3,35,10094
2011,7,13,4,36,10092
2011,7,13,5,40,10090
2011,7,13,6,36,10089
2011,7,13,7,36,10088
2011,7,13,8,35,10089
2011,7,13,9,32,10089
2011,7,13,10,33,10088
2011,7,13,11,32,10089
2011,7,13,12,33,10089
2011,7,13,13,34,10089
2011,7,13,14,36,10088
2011,7,13,15,31,10088
2011,7,13,16,31,10084
2011,7,13,17,27,10084
2011,7,13,18,29,10080
2011,7,13,19,27,10079
2011,7,13,20,27,10078
2011,7,13,21,24,10077
2011,7,13,22,20,10076
2011,7,13,23,18,10073
2011,7,14,0,18,10070
2011,7,14,1,17,10067
2011,7,14,2,16,10065
2011,7,14,3,11,10060
2011,7,14,4,9,10058
2011,7,14,5,9,10054
2011,7,14,6,3,10050
2011,7,14,7,7,10048
2011,7,14,8,15,10043
2011,7,14,10,25,10033
2011,7,14,11,22,10031
2011,7,14,12,22,10028
2011,7,14,13,20,10027
2011,7,14,14,20,10025
2011,7,14,15,21,10026
2011,7,14,16,20,10029
2011,7,14,17,20,10028
2011,7,14,18,18,10028
2011,7,14,19,18,10030
2011,7,14,20,17,10033
2011,7,14,21,17,10033
2011,7,14,22,18,10034
2011,7,14,23,18,10035
2011,7,15,0,16,10034
2011,7,15,1,9,10034
2011,7,15,2,6,10036
2011,7,15,3,6,10040
2011,7,15,4,4,10039
2011,7,15,5,5,10040
2011,7,15,6,4,10041
2011,7,15,9,10,10049
2011,7,15,10,10,10051
2011,7,15,11,11,10055
2011,7,15,12,11,10055
2011,7,15,13,13,10058
2011,7,15,14,13,10059
2011,7,15,15,18,10061
2011,7,15,16,16,10064
2011,7,15,18,17,10070
2011,7,15,19,18,10070
2011,7,15,20,16,10074
2011,7,15,21,16,10075
2011,7,15,22,16,10077
2011,7,15,23,14,10080
2011,7,16,0,15,10083
2011,7,16,1,14,10084
2011,7,16,2,14,10087
2011,7,16,3,15,10088
2011,7,16,4,14,10090
2011,7,16,5,14,10091
2011,7,16,6,15,10094
2011,7,16,8,17,10100
2011,7,16,9,16,10104
2011,7,16,10,21,10107
2011,7,16,11,18,10108
2011,7,16,12,17,10110
2011,7,16,13,25,10111
2011,7,16,14,33,10112
2011,7,16,15,38,10111
2011,7,16,16,30,10112
2011,7,16,17,28,10112
2011,7,16,18,26,10110
2011,7,16,19,18,10111
2011,7,16,20,18,10110
2011,7,16,21,16,10112
2011,7,16,22,17,10113
2011,7,16,23,13,10114
2011,7,17,0,15,10115
2011,7,17,1,17,10114
2011,7,17,2,16,10113
2011,7,17,3,16,10112
2011,7,17,4,19,10112
2011,7,17,5,21,10110
2011,7,17,6,22,10109
2011,7,17,7,25,10110
2011,7,17,8,26,10110
2011,7,17,9,25,10110
2011,7,17,10,27,10111
2011,7,17,11,28,10111
2011,7,17,12,29,10111
2011,7,17,13,29,10111
2011,7,17,14,30,10109
2011,7,17,15,29,10108
2011,7,17,16,30,10108
2011,7,17,17,32,10107
2011,7,17,18,32,10107
2011,7,17,19,32,10108
2011,7,17,20,32,10107
2011,7,17,21,34,10108
2011,7,17,22,34,10108
2011,7,17,23,35,10109
2011,7,18,0,36,10109
2011,7,18,1,36,10109
2011,7,18,2,35,10108
2011,7,18,3,36,10109
2011,7,18,4,37,10111
2011,7,18,5,38,10114
2011,7,18,6,41,10114
2011,7,18,7,43,10114
2011,7,18,8,47,10115
2011,7,18,9,49,10116
2011,7,18,10,46,10116
2011,7,18,11,48,10116
2011,7,18,12,52,10116
2011,7,18,13,52,10116
2011,7,18,14,52,10117
2011,7,18,15,55,10116
2011,7,18,16,49,10115
2011,7,18,17,44,10116
2011,7,18,18,37,10116
2011,7,18,19,41,10116
2011,7,18,20,42,10118
2011,7,18,21,41,10121
2011,7,18,22,41,10120
2011,7,18,23,40,10123
2011,7,19,0,41,10123
2011,7,19,1,36,10123
2011,7,19,2,31,10124
2011,7,19,3,28,10126
2011,7,19,4,24,10125
2011,7,19,5,22,10125
2011,7,19,6,19,10127
2011,7,19,7,20,10128
2011,7,19,8,21,10128
2011,7,19,9,24,10128
2011,7,19,10,22,10130
2011,7,19,11,23,10131
2011,7,19,12,22,10129
2011,7,19,13,16,10129
2011,7,19,14,14,10129
2011,7,19,15,12,10128
2011,7,19,16,8,10126
2011,7,19,17,3,10124
2011,7,19,18,1,10124
2011,7,19,19,4,10123
2011,7,19,20,7,10121
2011,7,19,21,10,10118
2011,7,19,22,14,10114
2011,7,19,23,16,10110
2011,7,20,0,19,10108
2011,7,20,1,21,10104
2011,7,20,2,24,10100
2011,7,20,3,25,10097
2011,7,20,4,9,10094
2011,7,20,5,15,10089
2011,7,20,6,17,10085
2011,7,20,7,16,10082
2011,7,20,8,18,10081
2011,7,20,9,23,10076
2011,7,20,10,27,10073
2011,7,20,11,27,10072
2011,7,20,12,26,10070
2011,7,20,13,24,10068
2011,7,20,14,20,10067
2011,7,20,15,24,10064
2011,7,20,16,24,10064
2011,7,20,17,26,10064
2011,7,20,18,26,10064
2011,7,20,19,25,10066
2011,7,20,20,30,10067
2011,7,20,21,30,10066
2011,7,20,22,29,10068
2011,7,20,23,28,10068
2011,7,21,0,31,10069
2011,7,21,1,33,10070
2011,7,21,2,31,10070
2011,7,21,6,34,10070
2011,7,21,7,35,10072
2011,7,21,8,32,10073
2011,7,21,9,31,10074
2011,7,21,10,32,10074
2011,7,21,11,30,10074
2011,7,21,12,31,10076
2011,7,21,13,30,10077
2011,7,21,14,25,10078
2011,7,21,15,28,10077
2011,7,21,16,26,10077
2011,7,21,17,30,10077
2011,7,21,18,30,10078
2011,7,21,19,25,10081
2011,7,21,20,25,10082
2011,7,21,21,26,10082
2011,7,21,22,22,10085
2011,7,21,23,19,10084
2011,7,22,0,18,10081
2011,7,22,1,20,10081
2011,7,22,2,22,10078
2011,7,22,3,21,10077
2011,7,22,4,24,10074
2011,7,22,5,25,10071
2011,7,22,6,25,10070
2011,7,22,7,32,10069
2011,7,22,8,37,10067
2011,7,22,9,39,10065
2011,7,22,10,45,10064
2011,7,22,11,41,10063
2011,7,22,12,51,10061
2011,7,22,13,53,10061
2011,7,22,14,54,10059
2011,7,22,15,54,10061
2011,7,22,16,57,10059
2011,7,22,17,53,10060
2011,7,22,18,47,10060
2011,7,22,19,47,10062
2011,7,22,20,46,10063
2011,7,22,21,53,10066
2011,7,22,22,47,10069
2011,7,22,23,35,10071
2011,7,23,0,35,10073
2011,7,23,1,33,10074
2011,7,23,2,32,10075
2011,7,23,3,31,10077
2011,7,23,4,32,10079
2011,7,23,5,29,10080
2011,7,23,6,31,10083
2011,7,23,7,30,10085
2011,7,23,8,32,10086
2011,7,23,9,33,10085
2011,7,23,10,34,10086
2011,7,23,11,37,10086
2011,7,23,12,38,10084
2011,7,23,13,42,10081
2011,7,23,14,38,10081
2011,7,23,15,40,10077
2011,7,23,16,46,10070
2011,7,23,17,53,10063
2011,7,23,18,74,10058
2011,7,23,19,77,10059
2011,7,23,20,55,10061
2011,7,23,21,51,10061
2011,7,23,22,55,10060
2011,7,23,23,53,10062
2011,7,24,0,45,10060
2011,7,24,1,43,10060
2011,7,24,2,39,10059
2011,7,24,3,39,10058
2011,7,24,4,38,10058
2011,7,24,5,35,10056
2011,7,24,6,36,10058
2011,7,24,7,34,10062
2011,7,24,8,30,10065
2011,7,24,9,30,10068
2011,7,24,10,32,10070
2011,7,24,11,32,10073
2011,7,24,12,34,10074
2011,7,24,13,36,10080
2011,7,24,14,36,10083
2011,7,24,15,36,10084
2011,7,24,16,33,10088
2011,7,24,17,26,10091
2011,7,24,18,25,10096
2011,7,24,19,27,10103
2011,7,24,20,23,10106
2011,7,24,21,26,10110
2011,7,24,22,27,10112
2011,7,24,23,27,10115
2011,7,25,0,27,10118
2011,7,25,1,28,10119
2011,7,25,2,30,10120
2011,7,25,3,31,10122
2011,7,25,4,32,10125
2011,7,25,6,35,10127
2011,7,25,7,38,10128
2011,7,25,8,35,10132
2011,7,25,9,36,10133
2011,7,25,10,36,10134
2011,7,25,11,39,10137
2011,7,25,12,39,10140
2011,7,25,13,42,10144
2011,7,25,14,41,10148
2011,7,25,15,40,10149
2011,7,25,16,40,10151
2011,7,25,17,41,10153
2011,7,25,18,44,10154
2011,7,25,19,39,10156
2011,7,25,20,37,10159
2011,7,25,21,59,10163
2011,7,25,22,70,10164
2011,7,25,23,69,10167
2011,7,26,0,68,10168
2011,7,26,1,71,10170
2011,7,26,2,74,10175
2011,7,26,3,77,10175
2011,7,26,4,76,10178
2011,7,26,5,90,10180
2011,7,26,6,89,10180
2011,7,26,7,83,10186
2011,7,26,8,72,10190
2011,7,26,9,69,10189
2011,7,26,10,87,10191
2011,7,26,11,81,10191
2011,7,26,12,91,10189
2011,7,26,14,103,10193
2011,7,26,15,67,10196
2011,7,26,16,63,10201
2011,7,26,18,62,10203
2011,7,26,19,64,10205
2011,7,26,20,61,10206
2011,7,26,21,61,10207
2011,7,26,22,60,10208
2011,7,26,23,61,10209
2011,7,27,0,60,10211
2011,7,27,1,57,10212
2011,7,27,2,57,10213
2011,7,27,3,57,10213
2011,7,27,4,57,10213
2011,7,27,5,56,10212
2011,7,27,6,59,10212
2011,7,27,7,59,10212
2011,7,27,8,60,10211
2011,7,27,10,61,10212
2011,7,27,11,64,10210
2011,7,27,12,67,10209
2011,7,27,13,71,10207
2011,7,27,14,62,10206
2011,7,27,15,64,10204
2011,7,27,16,69,10201
2011,7,27,17,87,10198
2011,7,27,18,83,10197
2011,7,27,19,68,10198
2011,7,27,20,65,10198
2011,7,27,21,65,10199
2011,7,27,22,66,10196
2011,7,27,23,57,10196
2011,7,28,0,50,10196
2011,7,28,1,47,10197
2011,7,28,2,47,10196
2011,7,28,3,46,10197
2011,7,28,4,46,10198
2011,7,28,5,43,10196
2011,7,28,6,44,10194
2011,7,28,7,49,10195
2011,7,28,8,54,10192
2011,7,28,9,55,10192
2011,7,28,10,49,10193
2011,7,28,11,61,10195
2011,7,28,12,82,10193
2011,7,28,13,76,10194
2011,7,28,14,73,10193
2011,7,28,15,73,10193
2011,7,28,16,92,10191
2011,7,28,17,91,10191
2011,7,28,18,91,10191
2011,7,28,19,83,10192
2011,7,28,20,71,10192
2011,7,28,21,71,10191
2011,7,28,22,75,10193
2011,7,28,23,73,10194
2011,7,29,0,71,10194
2011,7,29,1,66,10194
2011,7,29,2,63,10193
2011,7,29,3,60,10191
2011,7,29,4,76,10185
2011,7,29,5,74,10183
2011,7,29,6,76,10184
2011,7,29,7,80,10181
2011,7,29,8,87,10180
2011,7,29,9,85,10181
2011,7,29,10,85,10180
